,ID,Task,Client,Area,Country,Contact,Assignee,Completion,Start date,Deadline,Budget,Transaction type,Account,Version,Available
,384,Task #385,"Schultz, Kerluke and Ratke",Usability,Austria,Blanca99@example.net,Eloise Upton, 22%,16.04.2022,26.09.2022,"6 699,02 €",withdrawal,GE15NM0601085262030090,7.2.8,
,385,Task #386,Ruecker - Lakin,Usability,Afghanistan,Sandrine_Hagenes@example.org,Benny Gibson, 23%,01.06.2022,05.07.2022,"630,63 €",deposit,SM41U05123900229541Z9014J39,9.9.0,
,386,Task #387,Runte and Sons,Mobility,Liberia,Hillary.Mills@example.org,Deborah Turner, 61%,15.05.2022,29.07.2022,"3 746,99 €",withdrawal,TL397794821017069020049,1.3.7,
,387,Task #388,Klocko - Hessel,Accounts,Mayotte,Odessa63@example.net,Calvin Stamm III, 15%,14.04.2022,04.09.2022,"7 753,71 €",deposit,BG67EFPO0070797X3W8Y87,6.8.0,
,388,Task #389,"Morar, McLaughlin and Schowalter",Security,Greenland,Arden.Gottlieb@example.org,Sherman Torphy, 96%,30.05.2022,25.06.2022,"1 521,36 €",invoice,KZ8500172172HE534IQ8,2.3.6,
,389,Task #390,"McCullough, Murazik and Feeney",Markets,Saint Kitts and Nevis,Macie84@example.com,Mike Simonis DDS, 62%,03.05.2022,17.09.2022,"10 353,74 €",payment,IT82N0292642063W0H26116452Q,6.7.3,
,390,Task #391,Flatley and Sons,Accountability,Slovenia,Isabel_Schaden@example.com,Dr. Tabitha Luettgen, 75%,31.03.2022,17.08.2022,"9 096,22 €",withdrawal,GL5500750091007503,3.6.5,
,391,Task #392,Gutkowski - Becker,Communications,Saint Barthelemy,Alfreda10@example.com,Hilda Weber, 86%,01.04.2022,14.08.2022,"10 870,24 €",invoice,AL074002089868Y0409977F10676,6.2.4,
,392,Task #393,Borer - Rice,Creative,Estonia,Macy2@example.net,Karla Jacobson, 6%,18.05.2022,14.09.2022,"6 383,68 €",payment,ES8700906670169280080047,2.9.2,
,393,Task #394,Stark - Romaguera,Accountability,Turks and Caicos Islands,Misael_Bayer93@example.com,Dwayne Becker, 67%,08.03.2022,11.09.2022,"4 622,21 €",payment,FR882010806009L24O18401OC04,4.0.7,
,394,Task #395,Sporer - Larkin,Web,Czech Republic,Mabel.Pfeffer@example.org,Rosie Quitzon, 78%,26.02.2022,11.08.2022,"1 831,33 €",payment,SI80002369062713331,3.2.5,
,395,Task #396,Wintheiser LLC,Interactions,Barbados,Marcelina_Reynolds@example.org,Mr. Chris Sauer, 94%,07.03.2022,29.08.2022,"5 583,13 €",withdrawal,AZ28RATA80840405824006003792,4.7.1,
,396,Task #397,"Hodkiewicz, Stoltenberg and Hettinger",Program,Saint Vincent and the Grenadines,Jazmin72@example.org,Lucy Spinka, 89%,27.03.2022,04.09.2022,"6 995,98 €",payment,BA047300137718750076,9.7.8,
,397,Task #398,Harris Group,Communications,Norway,Stephanie.Murray96@example.net,Mr. Kate Williamson, 48%,14.04.2022,03.08.2022,"8 907,25 €",deposit,PT90103120310022646060731,8.5.2,
,398,Task #399,"Lynch, Hahn and Kutch",Quality,Saint Pierre and Miquelon,Sallie_Armstrong@example.net,Delia Schulist, 49%,16.04.2022,10.08.2022,"9 304,15 €",payment,CZ5319803003050082620021,8.2.5,
,399,Task #400,"Tremblay, Cruickshank and Volkman",Factors,Paraguay,Wyman_Balistreri@example.net,Marion Armstrong, 41%,17.04.2022,21.09.2022,"9 441,93 €",withdrawal,GE12OS4068665241360010,4.4.2,
,400,Task #401,Parker Inc,Web,Serbia,Malcolm_Anderson@example.com,Mrs. Lucille Jones, 81%,01.04.2022,08.09.2022,"6 912,51 €",invoice,LB843099PO991Z08107S54695354,2.7.9,
,401,Task #402,Schowalter LLC,Tactics,Cuba,Stella55@example.com,Alvin Gusikowski, 5%,18.05.2022,19.08.2022,"6 059,19 €",deposit,TR300077045083530010080732,7.5.0,
,402,Task #403,Waters - Hudson,Infrastructure,Turks and Caicos Islands,Emil_West32@example.com,Cecil Tillman, 18%,24.02.2022,01.09.2022,"10 521,13 €",payment,CY6370068763702269123F545694,9.5.6,
,403,Task #404,Kuhlman LLC,Applications,Reunion,Alejandrin.Larson@example.com,Angie Lind, 18%,10.04.2022,05.10.2022,"4 952,93 €",withdrawal,NL38YNOK0053003444,4.2.8,
,404,Task #405,"Swaniawski, Schmeler and Beer",Creative,Liberia,Urban.Johnston@example.com,Terry Corwin, 42%,14.03.2022,01.07.2022,"4 366,77 €",deposit,AD380393100329961R81977P,1.4.0,
,405,Task #406,Hackett LLC,Functionality,Philippines,Dessie_Emmerich3@example.org,Kathryn Simonis, 48%,15.04.2022,21.08.2022,"10 697,49 €",withdrawal,GT906K5541V558I5539701G05959,2.0.1,
,406,Task #407,Price - Sanford,Interactions,Ireland,Thurman.Rice71@example.org,Rosie Zboncak, 14%,21.05.2022,30.09.2022,"5 571,03 €",payment,SM79I02007003792R2LF5524428,9.9.1,
,407,Task #408,"Howe, Funk and Murazik",Assurance,Cayman Islands,Ila_Schaden3@example.net,Olivia Goldner, 32%,15.04.2022,17.08.2022,"6 485,44 €",withdrawal,SK5215707180940573191005,0.3.4,
,408,Task #409,Spinka and Sons,Assurance,Maldives,Zoe70@example.net,Mrs. Louise Schaden, 64%,08.05.2022,07.10.2022,"6 099,73 €",invoice,MT34RMFV83091798P0333O699E35X07,7.2.7,
,409,Task #410,"O'Connell, Rice and Kunde",Tactics,Switzerland,Euna64@example.com,Monica Kling, 70%,23.03.2022,05.07.2022,"9 795,33 €",invoice,MT43KLGU553197H73TS462M5120XW09,6.6.8,
,410,Task #411,Kassulke Group,Security,Trinidad and Tobago,Howell4@example.org,Mrs. Hilda Haag, 44%,22.02.2022,11.08.2022,"10 819,55 €",payment,CZ4600950718192389140914,2.1.8,
,411,Task #412,Braun - Gusikowski,Infrastructure,Chad,Christine.Stoltenberg60@example.com,Miranda Murphy, 11%,19.03.2022,07.10.2022,"1 484,60 €",payment,ME18009007006008013599,2.2.4,
,412,Task #413,Donnelly Inc,Security,Qatar,Fleta27@example.net,Dr. Amelia Stehr, 30%,15.06.2022,03.09.2022,"10 987,00 €",withdrawal,SI15660520056542963,9.2.0,
,413,Task #414,"Konopelski, Kreiger and Rice",Directives,Canada,Keyon63@example.org,Billy Monahan, 44%,29.03.2022,13.08.2022,"8 413,16 €",withdrawal,QA70FGXY645SX9087TU44386044C1,7.7.8,
,414,Task #415,Bogan Inc,Accounts,Malta,Alize77@example.net,Emanuel Bernier, 34%,10.06.2022,02.10.2022,"7 361,93 €",deposit,XK114110041002558954,6.6.6,
,415,Task #416,Krajcik - Littel,Integration,Bahamas,Ardith34@example.net,Warren Weissnat Jr., 98%,21.05.2022,10.07.2022,"1 246,10 €",withdrawal,PS424H3L055987797904904698418,4.7.4,
,416,Task #417,"Kuvalis, Cummerata and Rau",Operations,French Guiana,Rosalinda62@example.com,Alexis Grant, 25%,17.03.2022,23.06.2022,"9 405,87 €",payment,DO29MZAJ04006700801520560464,9.3.8,
,417,Task #418,Leuschke - Lowe,Identity,Malaysia,Hailey_Vandervort74@example.com,Belinda Kuhn, 76%,31.05.2022,25.09.2022,"10 418,36 €",deposit,RS83072631400343009095,8.9.9,
,418,Task #419,Rowe - Hansen,Division,Burundi,Elena_Macejkovic@example.org,Felipe Dietrich, 49%,04.06.2022,04.09.2022,"4 518,83 €",withdrawal,MU27GRRN0087408660050902885PIA,5.4.2,
,419,Task #420,"Hodkiewicz, Goyette and Tromp",Data,Swaziland,Royal86@example.com,Olga Conn IV, 64%,27.02.2022,04.08.2022,"3 021,21 €",payment,CH3498769535466138155,0.6.2,
,420,Task #421,Roob - Hodkiewicz,Implementation,New Caledonia,Ashley.Reynolds48@example.com,Debra Steuber, 14%,18.04.2022,02.07.2022,"6 256,44 €",invoice,DK6800150120530080,8.0.5,
,421,Task #422,Beatty and Sons,Response,Dominica,Parker.Howell50@example.org,Arlene Quitzon, 69%,07.06.2022,06.08.2022,"10 391,09 €",deposit,ME71629209039910096415,0.7.8,
,422,Task #423,Ortiz and Sons,Communications,Jersey,Rosemarie.DuBuque@example.net,Elias Rutherford, 75%,09.04.2022,02.10.2022,"4 759,83 €",payment,NL37RSIB3002314786,9.8.5,
,423,Task #424,"Leannon, Nolan and Deckow",Operations,Saint Vincent and the Grenadines,Oswald_Ward9@example.com,Archie Parisian II, 11%,23.03.2022,19.08.2022,"7 859,07 €",invoice,AT639618508390070063,5.0.0,
,424,Task #425,Predovic LLC,Paradigm,Zambia,Jaiden52@example.net,Bethany Bayer, 84%,12.04.2022,25.06.2022,"599,27 €",invoice,KZ720923E63840D2L477,0.7.9,
,425,Task #426,"Roberts, Rutherford and Schmitt",Factors,Cape Verde,Serenity.Hessel92@example.net,Alan Hilll, 20%,02.04.2022,31.07.2022,"9 779,79 €",withdrawal,BR8160015008025470080909001ZB,4.7.1,
,426,Task #427,"Ankunding, Volkman and Bosco",Security,Dominican Republic,Ceasar.Reinger42@example.net,Glenn D'Amore, 44%,06.06.2022,24.09.2022,"8 818,68 €",payment,PL20653722855042520702740040,1.3.7,
,427,Task #428,Wisozk - O'Kon,Creative,Guadeloupe,Austin_Jacobson85@example.net,Michele Lang Jr., 81%,05.03.2022,08.07.2022,"10 939,54 €",payment,MT88BUWD0838605H81081615U45I246,0.8.7,
,428,Task #429,Bogan - Nienow,Response,Nigeria,Gwen_Rice8@example.org,Mrs. Ruth Lindgren, 78%,07.05.2022,07.10.2022,"8 455,18 €",withdrawal,AD0444338060640V55683Z77,6.4.6,
,429,Task #430,"Konopelski, Beahan and Krajcik",Security,Guernsey,Thea96@example.com,Horace Ritchie III, 58%,01.04.2022,20.06.2022,"6 415,72 €",deposit,MC710087230214L57S03798XN47,5.3.8,
,430,Task #431,"Emmerich, Renner and Bartoletti",Optimization,Mauritius,Johanna_Johnston62@example.org,Herbert Harris, 10%,06.06.2022,22.09.2022,"10 224,11 €",payment,HU15003317500060014700226518,7.2.6,
,431,Task #432,Haag Inc,Creative,Haiti,Gilbert_Baumbach@example.net,Myrtle Monahan DDS, 85%,10.03.2022,09.07.2022,"4 758,41 €",payment,LT208000850033459336,9.8.6,
,432,Task #433,"Lang, Cummerata and Yost",Solutions,Venezuela,Nathanial.Stokes44@example.org,Mrs. Kristy Conroy, 32%,03.05.2022,26.08.2022,"4 662,44 €",withdrawal,PK91OVZA6718080763200216,0.7.0,
,433,Task #434,Lubowitz - Gulgowski,Paradigm,Cameroon,Ada_Kling@example.com,Spencer Hahn, 68%,15.06.2022,27.07.2022,"4 763,40 €",deposit,AE377535020038003490989,1.6.1,
,434,Task #435,Watsica and Sons,Intranet,Azerbaijan,Marc.Wiza45@example.org,Wilma Bechtelar Sr., 44%,27.03.2022,02.07.2022,"10 723,04 €",payment,NL75VDPS3084768122,3.5.2,
,435,Task #436,Barrows Group,Paradigm,Sweden,Ova.Greenfelder34@example.org,Allison Hilll, 70%,16.06.2022,05.09.2022,"4 793,93 €",invoice,LI2576226626UZ3400N62,0.6.0,
,436,Task #437,Gleason - Jerde,Directives,"Virgin Islands, British",Cristal71@example.org,Miss Verna Romaguera, 20%,17.04.2022,19.08.2022,"9 290,58 €",invoice,LV55OUEJ0801ZPFZ37IB6,9.9.1,
,437,Task #438,Kerluke - McClure,Usability,Cyprus,Dejuan.Borer65@example.org,Mr. Marie Hudson, 95%,03.04.2022,03.09.2022,"8 631,56 €",deposit,LU680019S4X673683062,4.2.6,
,438,Task #439,"Lowe, McGlynn and O'Reilly",Metrics,Belarus,Sonya.Runolfsson0@example.org,Robin Ruecker, 59%,01.06.2022,16.07.2022,"4 069,71 €",deposit,CZ5009761585335004721001,9.7.9,
,439,Task #440,Bartoletti - Gleason,Metrics,Gibraltar,Leda88@example.org,Desiree Connelly, 63%,25.03.2022,29.07.2022,"3 827,60 €",invoice,AL668906100741DK900806600508,5.7.5,
,440,Task #441,Klocko - Harvey,Creative,Libyan Arab Jamahiriya,Gladys_Treutel67@example.net,Jeffrey Medhurst, 68%,10.04.2022,17.06.2022,"2 106,28 €",payment,FR5036038064428G039577M8822,9.3.7,
,441,Task #442,Hand - Breitenberg,Factors,Denmark,Charlene.Nolan@example.net,Adrian Effertz, 46%,12.04.2022,16.08.2022,"1 424,17 €",deposit,FI9730558002840457,1.7.7,
,442,Task #443,Rolfson - Heller,Integration,Haiti,Adonis_Hyatt@example.net,Duane Lesch, 45%,18.04.2022,12.08.2022,"6 659,42 €",payment,CZ0224400202229609280019,8.4.6,
,443,Task #444,Reynolds LLC,Tactics,Taiwan,Kenyon_Adams@example.org,Neil Langworth, 90%,14.06.2022,08.07.2022,"4 682,28 €",payment,CR10361816078005606777,4.6.3,
,444,Task #445,Sporer - Denesik,Program,British Indian Ocean Territory (Chagos Archipelago),Cassandra66@example.com,Ryan Mante, 25%,13.04.2022,11.09.2022,"5 412,77 €",withdrawal,CY480490012615245579D4HZ7942,6.9.9,
,445,Task #446,"Bailey, Lynch and Jacobi",Identity,Armenia,Broderick_Nikolaus93@example.org,Marian Weimann, 68%,22.05.2022,19.06.2022,"9 889,53 €",payment,FI2207876718510076,4.7.0,
,446,Task #447,Okuneva and Sons,Solutions,Burkina Faso,Arnold70@example.net,Marcella Swaniawski, 63%,29.03.2022,18.07.2022,"6 801,69 €",payment,MC172010420071150T129580719,2.1.4,
,447,Task #448,Dach - Osinski,Integration,French Polynesia,Kasandra_Daugherty@example.net,Myra Rosenbaum, 97%,11.05.2022,14.09.2022,"9 351,33 €",deposit,GE45JK3359470979001301,5.9.2,
,448,Task #449,"Rohan, Brakus and Considine",Markets,Cape Verde,Berniece22@example.com,Julio Nitzsche, 21%,16.06.2022,27.08.2022,"7 404,07 €",deposit,GT2634524FH53K9123176112191F,1.8.9,
,449,Task #450,Ryan Group,Security,Lebanon,Kory.Wolff@example.org,Priscilla Walter, 30%,13.05.2022,14.07.2022,"1 023,05 €",invoice,RO84SHGJ0C91851315811149,1.7.4,
,450,Task #451,Keeling - Kautzer,Communications,China,Adolfo_Walker58@example.net,Gene Corkery, 51%,28.02.2022,14.09.2022,"2 356,50 €",withdrawal,FI2939336123879074,6.0.9,
,451,Task #452,Bailey - Lebsack,Operations,Philippines,Cyril.Brekke25@example.org,Jan Runolfsson, 80%,28.04.2022,09.09.2022,"8 500,32 €",withdrawal,HU20594035268850024030490017,9.2.1,
,452,Task #453,"Weber, Erdman and Strosin",Paradigm,Comoros,Dillon.Hilll12@example.org,Marlene Sanford, 1%,05.06.2022,12.08.2022,"2 972,67 €",withdrawal,FR455430340034566T165124666,0.0.1,
,453,Task #454,Renner - Walter,Accounts,Turkey,Michelle_Cremin69@example.net,Ken Quigley, 76%,10.05.2022,30.06.2022,"6 184,92 €",deposit,SM67M03300904740H152X274U40,6.2.3,
,454,Task #455,Greenholt - Gibson,Mobility,French Polynesia,Ofelia.Nolan@example.org,Israel Jast, 92%,16.04.2022,31.08.2022,"9 465,82 €",withdrawal,SK7309006040902924400777,5.7.1,
,455,Task #456,"Beatty, Labadie and Farrell",Research,South Georgia and the South Sandwich Islands,Thomas_Pollich@example.com,Bessie Bergstrom, 92%,03.06.2022,31.07.2022,"7 458,26 €",invoice,IE43113619200300431577,8.7.4,
,456,Task #457,Hills - Wilkinson,Identity,El Salvador,Haley73@example.org,Mrs. Jerald Mertz, 71%,17.04.2022,05.10.2022,"3 616,24 €",payment,GE87FZ7030086002059847,7.6.9,
,457,Task #458,"Emmerich, Murazik and Tillman",Paradigm,Spain,Cassidy.Ernser92@example.net,Miguel Carroll, 85%,09.05.2022,16.07.2022,"5 877,66 €",deposit,MU44DQPD4177209400438403025QTI,7.1.3,
,458,Task #459,"Williamson, Lowe and Reynolds",Factors,Finland,Jensen.Fay34@example.com,Marc Torphy, 66%,19.03.2022,15.07.2022,"2 420,32 €",withdrawal,RO41MEXU873555Q25237XJTK,9.7.6,
,459,Task #460,Boyle - McDermott,Functionality,Tunisia,Adolph_Mante@example.net,Marlon Marvin, 80%,14.05.2022,06.09.2022,"8 364,04 €",invoice,AT131028868460070494,7.4.5,
,460,Task #461,Bednar - O'Reilly,Intranet,French Guiana,Easton83@example.net,Ollie Koelpin, 80%,07.04.2022,11.07.2022,"3 354,05 €",deposit,MU75RRKF0275860608872004110HAY,1.4.7,
,461,Task #462,"Johnson, Franey and Abernathy",Identity,Liberia,Duncan30@example.org,Marco Moore, 87%,08.04.2022,08.09.2022,"9 322,46 €",invoice,MU26AVQB1789920953380020298EOK,0.3.8,
,462,Task #463,"Stark, Marquardt and Langosh",Group,Finland,Dortha_Mills99@example.net,Vivian Littel, 28%,21.03.2022,29.07.2022,"10 706,41 €",withdrawal,AD33500708946913S90X1G96,8.4.4,
,463,Task #464,McLaughlin Group,Marketing,Gabon,Jannie.Hoeger@example.com,Dr. Dwayne Yundt, 59%,07.06.2022,10.09.2022,"4 534,28 €",deposit,FO7238383850041029,2.7.9,
,464,Task #465,"Morar, Daugherty and Kshlerin",Branding,Eritrea,Casper.Gutkowski37@example.com,Brooke Considine III, 49%,19.05.2022,18.06.2022,"6 730,21 €",withdrawal,MD2760E63789V61946M88562,1.3.7,
,465,Task #466,Schowalter and Sons,Directives,Svalbard & Jan Mayen Islands,Elton_Zieme50@example.net,Samuel Herman, 33%,03.04.2022,28.09.2022,"3 379,21 €",payment,BA894077852100400194,6.0.5,
,466,Task #467,Schamberger - Kuhn,Factors,Timor-Leste,Makenzie17@example.org,Arlene Feest PhD, 15%,12.03.2022,19.06.2022,"8 094,77 €",deposit,PT02119039352848970850492,6.2.9,
,467,Task #468,"Reilly, Ankunding and Sipes",Assurance,Solomon Islands,Eliza.Hand4@example.org,Monique Marks, 76%,29.05.2022,07.07.2022,"7 062,61 €",invoice,CZ1640605674050750052730,7.4.3,
,468,Task #469,Greenfelder - Feeney,Markets,Sierra Leone,Antonetta_Ankunding@example.com,Ms. Bennie Johnston, 18%,31.03.2022,29.08.2022,"4 872,78 €",deposit,DO64ZEZZ08291282501565285693,5.2.6,
,469,Task #470,Goldner - Collins,Solutions,Poland,Vena52@example.com,Gene Leuschke II, 66%,17.05.2022,26.09.2022,"9 802,99 €",withdrawal,DK1974313600805289,7.1.7,
,470,Task #471,Leuschke and Sons,Web,Sudan,Esteban61@example.net,Laurence Hickle, 29%,15.05.2022,28.07.2022,"6 374,57 €",withdrawal,RS98003202245006040280,1.4.1,
,471,Task #472,"O'Conner, Hermann and Krajcik",Configuration,Isle of Man,Marilyne_Sipes0@example.org,Larry Nikolaus, 70%,05.05.2022,11.09.2022,"5 957,16 €",withdrawal,FO7001401450786229,4.4.8,
,472,Task #473,Jacobi Group,Configuration,Slovenia,Vance.Keebler@example.net,Marianne Mosciski II, 1%,19.04.2022,27.07.2022,"8 909,51 €",payment,JO21LXYS0175052008802802450065,3.0.9,
,473,Task #474,Morissette - Carter,Metrics,Azerbaijan,Emilie65@example.net,Brent Mohr, 36%,22.03.2022,01.08.2022,"1 352,20 €",invoice,IS640089850754199070070012,3.2.5,
,474,Task #475,Aufderhar - Runte,Data,Mexico,Flo.Hudson90@example.com,Israel Morar, 68%,09.03.2022,29.09.2022,"5 040,34 €",withdrawal,CH5302087I91839U4238E,7.0.8,
,475,Task #476,Rempel LLC,Intranet,Gabon,Claudia.Hoeger97@example.com,Neal Maggio, 56%,01.03.2022,25.08.2022,"6 078,31 €",payment,DE98303803990020070076,5.7.8,
,476,Task #477,"Howell, Mohr and Mosciski",Interactions,United States of America,Rosalyn60@example.com,Kristopher Hagenes, 99%,06.03.2022,12.09.2022,"9 889,90 €",withdrawal,LI0284005YX5E8ZT29283,3.5.4,
,477,Task #478,"Kiehn, Harris and Murazik",Tactics,Micronesia,Hobart57@example.net,Violet Beatty DVM, 57%,17.05.2022,27.06.2022,"6 027,06 €",withdrawal,IE98350637051401743401,8.9.6,
,478,Task #479,Schmeler Group,Factors,Chad,Abner.Little@example.org,Dewey Bins, 22%,11.03.2022,28.06.2022,"2 635,04 €",withdrawal,LU1914484210J0510163,0.0.5,
,479,Task #480,"Wehner, Beatty and McLaughlin",Brand,Libyan Arab Jamahiriya,Alize_Torp@example.net,Edith Turner, 74%,16.04.2022,21.07.2022,"7 613,60 €",deposit,AL023019000275S88BK11L9T2756,7.1.4,
,480,Task #481,Boyle Inc,Marketing,Cyprus,Precious58@example.net,Mrs. Curtis Labadie, 10%,27.04.2022,29.07.2022,"4 747,50 €",payment,MC9715829028872856115M47A82,7.5.2,
,481,Task #482,Jacobi and Sons,Intranet,Costa Rica,Cassie_Hintz@example.com,Ryan Daniel, 92%,23.03.2022,01.08.2022,"8 392,24 €",withdrawal,MU11KSLI9005075800155050070AZO,6.2.1,
,482,Task #483,"Green, Anderson and Johnson",Response,Cuba,Berta_Jacobi16@example.net,Elmer Spencer, 2%,10.04.2022,25.06.2022,"679,76 €",withdrawal,KZ33806I286N6114T253,1.1.8,
,483,Task #484,Donnelly - Hickle,Web,South Africa,Rickie_Nienow@example.org,Harold King, 85%,02.03.2022,01.07.2022,"5 703,22 €",invoice,LV53JXMWMZ5568W256P41,4.5.6,
,484,Task #485,Robel Group,Operations,Isle of Man,Courtney.Gislason@example.com,Olive Buckridge, 1%,22.02.2022,09.10.2022,"5 004,00 €",payment,MD369762820664735564962F,9.3.9,
,485,Task #486,"Torphy, Hills and Grady",Infrastructure,Swaziland,Benedict_Wilkinson@example.net,Alexis Harris, 77%,20.04.2022,18.06.2022,"7 174,83 €",invoice,CR12761218099075936816,5.5.9,
,486,Task #487,Kunze LLC,Creative,Mayotte,Antonietta_Smith@example.net,Otis Leuschke DDS, 10%,27.05.2022,06.07.2022,"6 606,60 €",deposit,IS373600650051088172048308,1.7.9,
,487,Task #488,DuBuque LLC,Metrics,Andorra,Jaiden60@example.net,Brandi Kohler, 80%,29.04.2022,24.06.2022,"9 751,63 €",payment,TN8210033448426279914355,2.0.6,
,488,Task #489,Baumbach - Fadel,Group,Afghanistan,Charley50@example.com,Mr. Lester Legros, 52%,16.05.2022,23.09.2022,"1 424,07 €",withdrawal,AZ25PNNI80989126595899750698,6.7.8,
,489,Task #490,Osinski - Mertz,Creative,Albania,Toby80@example.net,Clayton Tromp, 43%,22.05.2022,30.09.2022,"5 092,27 €",withdrawal,CH163804756QN7R081U33,9.5.8,
,490,Task #491,Jakubowski - Mertz,Usability,Indonesia,Bud_Ullrich@example.org,Miranda Olson, 39%,11.04.2022,08.07.2022,"2 619,77 €",deposit,ES5038033100187001630053,0.5.4,
,491,Task #492,"Yost, Rowe and Skiles",Program,Armenia,Lea.Wiza@example.com,Connie Yundt, 12%,20.03.2022,25.07.2022,"3 031,20 €",invoice,LV13BRIQ2894L3029D276,9.9.4,
,492,Task #493,Schneider - Erdman,Quality,Georgia,Jonatan.Price84@example.org,Pam Lockman, 63%,01.04.2022,31.07.2022,"4 732,65 €",payment,TN6805489030370889300242,5.3.8,
,493,Task #494,Kunde - Legros,Data,Latvia,Novella.Pacocha32@example.org,Sandy Lowe, 66%,26.02.2022,09.10.2022,"3 285,25 €",invoice,NO7723694210091,6.1.9,
,494,Task #495,Stokes Inc,Metrics,El Salvador,Jeffrey_DAmore@example.com,Mrs. Homer Mayer, 47%,04.06.2022,02.08.2022,"1 832,70 €",payment,FO9594720039400170,8.0.1,
,495,Task #496,Altenwerth - Schiller,Directives,Barbados,Rowland_Weissnat63@example.com,Emilio Lebsack, 36%,01.03.2022,03.08.2022,"9 868,61 €",deposit,ME30938851016094702037,0.1.7,
,496,Task #497,Steuber - Nikolaus,Accounts,Guernsey,Asa3@example.org,Miss Geraldine Funk, 60%,10.04.2022,08.07.2022,"5 366,63 €",payment,IS207040896260830070406657,1.9.6,
,497,Task #498,"Cremin, Hessel and Collier",Infrastructure,Venezuela,Keshaun_Feil58@example.net,Keith Steuber, 77%,04.06.2022,01.08.2022,"7 003,24 €",withdrawal,MK220087V87N8701W25,6.0.7,
